21:15:46.265 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Registered cluster JMX MBean [akka:type=Cluster]
21:15:46.265 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Started up successfully
21:15:46.283 [default-akka.actor.default-dispatcher-15] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - No seed-nodes configured, manual cluster join required, see https://doc.akka.io/docs/akka/current/cluster-usage.html#joining-to-seed-nodes
21:15:46.378 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Shutting down remote daemon.
21:15:46.380 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remote daemon shut down; proceeding with flushing remote transports.
21:15:46.403 [default-akka.actor.default-dispatcher-15] INFO  akka.remote.Remoting - Remoting shut down
21:15:46.403 [default-akka.actor.default-dispatcher-15] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remoting shut down.
21:17:57.459 [default-akka.actor.default-dispatcher-2] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
21:17:57.482 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Starting remoting
21:17:57.725 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting started; listening on addresses :[akka.tcp://default@192.168.0.66:2552]
21:17:57.727 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting now listens on addresses: [akka.tcp://default@192.168.0.66:2552]
21:17:57.749 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Starting up, Akka version [2.5.26] ...
21:17:57.832 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Registered cluster JMX MBean [akka:type=Cluster]
21:17:57.833 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Started up successfully
21:17:57.851 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - No seed-nodes configured, manual cluster join required, see https://doc.akka.io/docs/akka/current/cluster-usage.html#joining-to-seed-nodes
21:17:57.948 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Shutting down remote daemon.
21:17:57.950 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remote daemon shut down; proceeding with flushing remote transports.
21:17:57.980 [default-akka.actor.default-dispatcher-4] INFO  akka.remote.Remoting - Remoting shut down
21:17:57.980 [default-akka.actor.default-dispatcher-4] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remoting shut down.
21:39:20.448 [default-akka.actor.default-dispatcher-2] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
21:39:20.500 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Starting remoting
21:39:21.274 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting started; listening on addresses :[akka.tcp://default@192.168.0.66:2552]
21:39:21.276 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting now listens on addresses: [akka.tcp://default@192.168.0.66:2552]
21:39:21.325 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Starting up, Akka version [2.5.26] ...
21:39:21.608 [default-akka.actor.default-dispatcher-3] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Registered cluster JMX MBean [akka:type=Cluster]
21:39:21.608 [default-akka.actor.default-dispatcher-3] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Started up successfully
21:39:21.658 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - No seed-nodes configured, manual cluster join required, see https://doc.akka.io/docs/akka/current/cluster-usage.html#joining-to-seed-nodes
21:42:27.527 [default-akka.actor.default-dispatcher-24] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Exiting completed
21:42:27.527 [default-akka.actor.default-dispatcher-24] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Shutting down...
21:42:27.528 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Successfully shut down
21:42:27.557 [default-akka.actor.default-dispatcher-16] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Shutting down remote daemon.
21:42:27.559 [default-akka.actor.default-dispatcher-16] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remote daemon shut down; proceeding with flushing remote transports.
21:42:27.625 [default-akka.actor.default-dispatcher-24] INFO  akka.remote.Remoting - Remoting shut down
21:42:27.626 [default-akka.actor.default-dispatcher-24] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remoting shut down.
21:42:37.743 [default-akka.actor.default-dispatcher-3] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
21:42:37.767 [default-akka.actor.default-dispatcher-3] INFO  akka.remote.Remoting - Starting remoting
21:42:38.018 [default-akka.actor.default-dispatcher-3] INFO  akka.remote.Remoting - Remoting started; listening on addresses :[akka.tcp://default@192.168.0.66:2552]
21:42:38.020 [default-akka.actor.default-dispatcher-3] INFO  akka.remote.Remoting - Remoting now listens on addresses: [akka.tcp://default@192.168.0.66:2552]
21:42:38.042 [default-akka.actor.default-dispatcher-3] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Starting up, Akka version [2.5.26] ...
21:42:38.122 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Registered cluster JMX MBean [akka:type=Cluster]
21:42:38.122 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Started up successfully
21:42:38.140 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - No seed-nodes configured, manual cluster join required, see https://doc.akka.io/docs/akka/current/cluster-usage.html#joining-to-seed-nodes
21:42:38.311 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Shutting down remote daemon.
21:42:38.314 [default-akka.actor.default-dispatcher-3] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remote daemon shut down; proceeding with flushing remote transports.
21:42:38.334 [default-akka.actor.default-dispatcher-4] INFO  akka.remote.Remoting - Remoting shut down
21:42:38.335 [default-akka.actor.default-dispatcher-4] INFO  a.remote.RemoteActorRefProvider$RemotingTerminator - Remoting shut down.
21:43:28.788 [default-akka.actor.default-dispatcher-2] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
21:43:28.812 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Starting remoting
21:43:29.069 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting started; listening on addresses :[akka.tcp://default@192.168.0.66:2552]
21:43:29.071 [default-akka.actor.default-dispatcher-2] INFO  akka.remote.Remoting - Remoting now listens on addresses: [akka.tcp://default@192.168.0.66:2552]
21:43:29.094 [default-akka.actor.default-dispatcher-2] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Starting up, Akka version [2.5.26] ...
21:43:29.186 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Registered cluster JMX MBean [akka:type=Cluster]
21:43:29.186 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Started up successfully
21:43:29.206 [default-akka.actor.default-dispatcher-4] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - No seed-nodes configured, manual cluster join required, see https://doc.akka.io/docs/akka/current/cluster-usage.html#joining-to-seed-nodes
06:08:16.778 [default-akka.actor.default-dispatcher-22] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Exiting completed
06:08:16.779 [default-akka.actor.default-dispatcher-22] INFO  akka.cluster.Cluster(akka://default) - Cluster Node [akka.tcp://default@192.168.0.66:2552] - Shutting down...
